seed,episode_id,entity,project,policy_profile,requires_history,permission_missing,initial_permission,consent,prior_disclosure,action_type
2,88,20,16,4,0,1,MISSING,ALLOW,0,SHARE_DOCUMENT
2,89,6,12,0,1,0,ALLOW,ALLOW,0,SEND_MESSAGE
2,90,83,19,2,1,0,ALLOW,DENY,1,SEND_MESSAGE
2,91,50,1,0,0,0,DENY,ALLOW,0,FORWARD_INFORMATION
2,92,19,15,3,0,1,MISSING,DENY,1,CREATE_EVENT
2,93,24,20,0,0,0,DENY,ALLOW,1,SHARE_DOCUMENT
2,94,40,3,3,0,0,ALLOW,ALLOW,1,SHARE_DOCUMENT
2,95,56,21,4,0,0,ALLOW,ALLOW,1,FORWARD_INFORMATION
2,96,77,19,0,1,1,MISSING,ALLOW,0,SHARE_DOCUMENT
2,97,58,18,5,0,0,DENY,DENY,1,SHARE_DOCUMENT
2,98,22,13,4,0,0,ALLOW,ALLOW,1,CREATE_EVENT
2,99,20,8,3,0,0,DENY,DENY,0,SHARE_DOCUMENT
2,100,8,2,5,0,0,DENY,ALLOW,1,SEND_MESSAGE
2,101,35,17,4,0,1,MISSING,ALLOW,1,SEND_MESSAGE
2,102,35,22,4,0,0,ALLOW,DENY,1,SHARE_DOCUMENT
2,103,40,3,4,1,1,MISSING,ALLOW,1,SEND_MESSAGE
2,104,86,9,1,0,0,ALLOW,DENY,0,FORWARD_INFORMATION
2,105,44,2,1,1,0,ALLOW,ALLOW,1,FORWARD_INFORMATION
2,106,29,20,2,0,0,DENY,ALLOW,0,CREATE_EVENT
2,107,41,15,0,0,0,ALLOW,DENY,0,SHARE_DOCUMENT
2,108,8,14,5,1,0,DENY,DENY,1,SHARE_DOCUMENT
2,109,22,22,5,0,0,DENY,DENY,1,FORWARD_INFORMATION
2,110,20,17,4,0,0,ALLOW,ALLOW,0,CREATE_EVENT
2,111,23,11,0,0,1,MISSING,ALLOW,1,FORWARD_INFORMATION
2,112,2,11,3,1,1,MISSING,ALLOW,0,CREATE_EVENT
2,113,23,10,4,1,0,ALLOW,ALLOW,1,FORWARD_INFORMATION
2,114,47,2,1,1,0,ALLOW,ALLOW,1,SHARE_DOCUMENT
2,115,30,20,2,0,1,MISSING,DENY,0,FORWARD_INFORMATION
2,116,41,0,4,1,0,ALLOW,DENY,1,FORWARD_INFORMATION
2,117,62,17,4,0,0,ALLOW,ALLOW,1,SHARE_DOCUMENT
2,118,64,5,5,1,1,MISSING,ALLOW,1,CREATE_EVENT
2,119,28,15,5,0,0,ALLOW,ALLOW,0,FORWARD_INFORMATION
2,120,83,10,2,1,0,DENY,DENY,0,CREATE_EVENT
2,121,94,18,4,1,1,MISSING,DENY,1,CREATE_EVENT
2,122,4,5,0,0,1,MISSING,ALLOW,1,FORWARD_INFORMATION
2,123,10,19,3,0,0,DENY,DENY,1,SHARE_DOCUMENT
2,124,94,15,1,0,0,DENY,ALLOW,0,FORWARD_INFORMATION
2,125,81,17,3,0,0,DENY,DENY,1,SHARE_DOCUMENT
2,126,43,9,3,1,0,DENY,DENY,1,SEND_MESSAGE
2,127,62,18,3,0,0,ALLOW,ALLOW,1,SHARE_DOCUMENT
2,128,59,18,5,0,0,DENY,ALLOW,0,FORWARD_INFORMATION
2,129,0,21,5,1,0,ALLOW,DENY,1,SEND_MESSAGE
2,130,77,20,1,0,1,MISSING,ALLOW,0,SHARE_DOCUMENT
2,131,46,20,5,1,1,MISSING,ALLOW,1,SEND_MESSAGE
2,132,88,4,2,0,1,MISSING,ALLOW,0,CREATE_EVENT
2,133,69,1,1,1,0,DENY,ALLOW,1,FORWARD_INFORMATION
2,134,79,23,0,0,1,MISSING,DENY,1,FORWARD_INFORMATION
2,135,65,21,5,1,0,ALLOW,ALLOW,0,FORWARD_INFORMATION
2,136,86,6,0,1,0,DENY,ALLOW,1,SEND_MESSAGE
2,137,71,3,5,0,0,DENY,ALLOW,1,SEND_MESSAGE
2,138,12,11,3,1,0,DENY,ALLOW,1,SHARE_DOCUMENT
2,139,78,16,0,0,1,MISSING,ALLOW,0,SEND_MESSAGE
2,140,7,4,2,0,1,MISSING,DENY,0,SEND_MESSAGE
2,141,85,1,4,1,0,DENY,DENY,0,CREATE_EVENT
2,142,30,4,2,0,0,ALLOW,ALLOW,1,FORWARD_INFORMATION
2,143,56,5,1,0,0,DENY,ALLOW,0,FORWARD_INFORMATION
2,144,77,8,0,1,0,ALLOW,ALLOW,0,SHARE_DOCUMENT
2,145,52,4,5,1,0,ALLOW,ALLOW,1,CREATE_EVENT
2,146,71,14,4,0,1,MISSING,ALLOW,1,CREATE_EVENT
2,147,41,6,0,0,1,MISSING,ALLOW,0,CREATE_EVENT
2,148,38,3,4,0,0,ALLOW,DENY,0,SEND_MESSAGE
2,149,58,21,2,1,0,DENY,ALLOW,0,SEND_MESSAGE
2,150,44,9,0,1,0,DENY,ALLOW,1,SHARE_DOCUMENT
2,151,84,22,0,1,0,DENY,DENY,0,SHARE_DOCUMENT
2,152,51,21,2,1,0,ALLOW,DENY,1,SEND_MESSAGE
2,153,41,3,2,1,1,MISSING,ALLOW,0,SEND_MESSAGE
2,154,28,6,3,0,0,ALLOW,ALLOW,1,SHARE_DOCUMENT
2,155,60,20,5,0,0,DENY,ALLOW,0,SHARE_DOCUMENT
2,156,36,14,0,1,0,ALLOW,ALLOW,0,CREATE_EVENT
2,157,87,0,0,0,1,MISSING,ALLOW,0,CREATE_EVENT
2,158,10,7,4,1,0,ALLOW,ALLOW,1,CREATE_EVENT
2,159,68,1,5,1,0,ALLOW,ALLOW,1,SHARE_DOCUMENT
2,160,58,8,5,1,0,ALLOW,ALLOW,1,SHARE_DOCUMENT
2,161,49,18,1,0,0,ALLOW,DENY,0,FORWARD_INFORMATION
2,162,46,1,5,1,1,MISSING,ALLOW,1,CREATE_EVENT
2,163,29,15,5,1,0,ALLOW,ALLOW,1,CREATE_EVENT
2,164,81,12,0,1,0,DENY,ALLOW,0,SEND_MESSAGE
2,165,58,18,2,0,0,ALLOW,ALLOW,0,SHARE_DOCUMENT
2,166,48,0,5,0,0,ALLOW,DENY,0,CREATE_EVENT
2,167,84,14,1,0,0,ALLOW,ALLOW,0,SEND_MESSAGE
2,168,24,12,2,0,0,DENY,ALLOW,1,SHARE_DOCUMENT
2,169,75,12,4,0,0,ALLOW,ALLOW,1,SEND_MESSAGE
2,170,24,16,4,0,1,MISSING,ALLOW,0,CREATE_EVENT
2,171,41,10,5,1,0,ALLOW,ALLOW,1,FORWARD_INFORMATION
2,172,93,19,0,1,0,DENY,ALLOW,0,SEND_MESSAGE
2,173,28,17,1,0,0,ALLOW,ALLOW,1,FORWARD_INFORMATION
2,174,62,16,4,0,0,DENY,ALLOW,1,FORWARD_INFORMATION
2,175,74,0,3,1,1,MISSING,ALLOW,1,SEND_MESSAGE
2,176,87,14,1,1,1,MISSING,ALLOW,1,CREATE_EVENT
2,177,20,5,5,1,0,ALLOW,ALLOW,1,SHARE_DOCUMENT
2,178,26,6,2,0,1,MISSING,DENY,0,CREATE_EVENT
2,179,53,14,0,0,0,ALLOW,ALLOW,0,FORWARD_INFORMATION
2,180,72,2,0,1,0,ALLOW,DENY,0,SEND_MESSAGE
2,181,60,7,1,0,0,ALLOW,ALLOW,0,CREATE_EVENT
2,182,35,11,2,0,0,ALLOW,ALLOW,0,FORWARD_INFORMATION
2,183,47,3,2,1,1,MISSING,ALLOW,1,SEND_MESSAGE
2,184,43,1,1,0,0,ALLOW,ALLOW,1,FORWARD_INFORMATION
2,185,82,11,4,1,0,DENY,ALLOW,1,CREATE_EVENT
2,186,79,23,4,0,1,MISSING,ALLOW,1,SEND_MESSAGE
2,187,3,16,0,0,1,MISSING,ALLOW,1,FORWARD_INFORMATION
2,188,33,8,4,1,0,ALLOW,DENY,1,CREATE_EVENT
2,189,72,3,4,0,1,MISSING,DENY,0,CREATE_EVENT
2,190,56,11,1,0,0,ALLOW,DENY,0,SHARE_DOCUMENT
2,191,66,13,5,0,1,MISSING,ALLOW,0,FORWARD_INFORMATION
2,192,51,12,2,1,1,MISSING,DENY,1,SEND_MESSAGE
2,193,15,12,0,1,1,MISSING,ALLOW,0,SEND_MESSAGE
2,194,91,23,5,0,1,MISSING,ALLOW,0,SHARE_DOCUMENT
2,195,15,3,0,1,0,ALLOW,DENY,0,CREATE_EVENT
2,196,77,13,1,1,0,ALLOW,DENY,0,FORWARD_INFORMATION
2,197,17,5,0,0,0,ALLOW,ALLOW,1,SEND_MESSAGE
2,198,85,0,1,1,0,DENY,DENY,0,SEND_MESSAGE
2,199,13,2,0,0,0,ALLOW,ALLOW,0,FORWARD_INFORMATION
2,200,8,13,4,1,0,DENY,ALLOW,1,SHARE_DOCUMENT
2,201,25,0,4,1,1,MISSING,ALLOW,0,FORWARD_INFORMATION
2,202,72,21,0,0,0,DENY,ALLOW,1,SEND_MESSAGE
2,203,91,1,1,1,1,MISSING,DENY,0,FORWARD_INFORMATION
2,204,95,17,1,0,1,MISSING,DENY,0,FORWARD_INFORMATION
2,205,52,4,4,1,0,DENY,ALLOW,1,CREATE_EVENT
2,206,6,8,4,0,0,ALLOW,DENY,0,CREATE_EVENT
2,207,59,13,2,0,1,MISSING,ALLOW,1,FORWARD_INFORMATION
2,208,48,23,1,0,1,MISSING,DENY,1,CREATE_EVENT
2,209,63,5,5,0,1,MISSING,ALLOW,1,SHARE_DOCUMENT
2,210,62,21,4,1,0,ALLOW,ALLOW,0,CREATE_EVENT
2,211,89,20,0,1,1,MISSING,ALLOW,1,FORWARD_INFORMATION
2,212,63,3,2,0,0,DENY,ALLOW,0,SHARE_DOCUMENT
2,213,18,23,4,0,1,MISSING,DENY,0,FORWARD_INFORMATION
2,214,64,0,5,0,0,DENY,ALLOW,1,SEND_MESSAGE
2,215,86,5,0,1,1,MISSING,ALLOW,1,CREATE_EVENT
2,216,25,22,1,0,0,DENY,DENY,1,CREATE_EVENT
2,217,3,19,1,0,0,ALLOW,ALLOW,0,CREATE_EVENT
2,218,79,12,2,0,1,MISSING,DENY,0,SEND_MESSAGE
2,219,5,15,5,0,0,DENY,ALLOW,0,FORWARD_INFORMATION
2,220,4,16,0,0,0,DENY,DENY,0,FORWARD_INFORMATION
2,221,3,19,4,1,1,MISSING,ALLOW,0,CREATE_EVENT
2,222,36,12,0,0,0,ALLOW,ALLOW,1,CREATE_EVENT
2,223,66,12,5,1,0,DENY,DENY,0,FORWARD_INFORMATION
2,224,2,12,3,1,0,ALLOW,ALLOW,0,CREATE_EVENT
2,225,35,4,3,1,1,MISSING,ALLOW,0,SHARE_DOCUMENT
2,226,85,8,1,0,0,ALLOW,DENY,0,CREATE_EVENT
2,227,20,11,0,0,0,DENY,ALLOW,1,CREATE_EVENT
2,228,88,11,0,0,0,DENY,DENY,0,CREATE_EVENT
2,229,48,3,1,1,0,ALLOW,ALLOW,1,FORWARD_INFORMATION
2,230,67,21,4,0,0,ALLOW,ALLOW,1,SHARE_DOCUMENT
2,231,34,6,5,0,1,MISSING,ALLOW,0,CREATE_EVENT
2,232,85,23,3,0,0,DENY,ALLOW,0,FORWARD_INFORMATION
2,233,2,0,5,0,1,MISSING,ALLOW,1,FORWARD_INFORMATION
2,234,38,11,1,0,0,ALLOW,DENY,1,SEND_MESSAGE
2,235,85,11,1,1,0,ALLOW,DENY,0,FORWARD_INFORMATION
2,236,28,5,2,1,0,DENY,ALLOW,1,CREATE_EVENT
2,237,55,3,4,1,0,ALLOW,ALLOW,0,SHARE_DOCUMENT
2,238,69,17,2,1,1,MISSING,ALLOW,0,CREATE_EVENT
2,239,14,16,2,1,0,ALLOW,ALLOW,0,SHARE_DOCUMENT
2,240,59,19,1,0,0,DENY,ALLOW,1,SEND_MESSAGE
2,241,77,4,5,0,0,ALLOW,ALLOW,1,SEND_MESSAGE
2,242,91,3,1,0,0,ALLOW,DENY,1,FORWARD_INFORMATION
2,243,65,0,1,0,0,DENY,ALLOW,1,FORWARD_INFORMATION
2,244,53,3,5,0,1,MISSING,ALLOW,1,FORWARD_INFORMATION
2,245,16,14,3,1,1,MISSING,ALLOW,1,CREATE_EVENT
2,246,11,21,3,1,0,ALLOW,DENY,1,CREATE_EVENT
2,247,26,15,2,0,0,ALLOW,ALLOW,1,SEND_MESSAGE
2,248,77,18,1,1,1,MISSING,ALLOW,1,FORWARD_INFORMATION
2,249,35,12,2,0,0,DENY,ALLOW,1,SEND_MESSAGE
2,250,58,19,3,0,0,ALLOW,ALLOW,0,CREATE_EVENT
2,251,23,7,4,0,0,ALLOW,ALLOW,0,SEND_MESSAGE
2,252,45,23,3,1,0,ALLOW,ALLOW,1,SHARE_DOCUMENT
2,253,35,0,2,0,0,DENY,DENY,1,SEND_MESSAGE
2,254,7,12,1,1,0,ALLOW,ALLOW,1,SHARE_DOCUMENT
2,255,38,7,1,0,0,ALLOW,ALLOW,0,CREATE_EVENT
2,256,25,16,4,0,0,ALLOW,ALLOW,1,SHARE_DOCUMENT
2,257,85,17,1,1,0,DENY,ALLOW,0,SEND_MESSAGE
2,258,53,9,2,0,0,DENY,DENY,1,CREATE_EVENT
2,259,50,2,1,1,0,ALLOW,ALLOW,1,CREATE_EVENT
2,260,10,9,2,0,0,DENY,ALLOW,1,SEND_MESSAGE
2,261,55,21,5,0,0,DENY,ALLOW,1,CREATE_EVENT
2,262,52,14,4,0,1,MISSING,ALLOW,0,CREATE_EVENT
2,263,24,7,1,0,0,DENY,ALLOW,0,SEND_MESSAGE
2,264,65,8,1,0,0,DENY,DENY,0,FORWARD_INFORMATION
2,265,11,9,1,0,0,ALLOW,ALLOW,1,SEND_MESSAGE
2,266,86,21,4,1,0,ALLOW,ALLOW,1,SHARE_DOCUMENT
2,267,90,19,3,1,0,DENY,ALLOW,1,SEND_MESSAGE
2,268,39,19,4,0,0,ALLOW,ALLOW,1,SHARE_DOCUMENT
2,269,47,8,1,0,1,MISSING,ALLOW,1,SEND_MESSAGE
2,270,82,21,4,1,0,ALLOW,ALLOW,0,CREATE_EVENT
2,271,58,1,2,0,0,DENY,DENY,1,SHARE_DOCUMENT
2,272,9,10,1,0,0,ALLOW,DENY,0,SHARE_DOCUMENT
2,273,61,11,4,0,1,MISSING,DENY,1,CREATE_EVENT
2,274,73,17,5,1,0,ALLOW,ALLOW,0,CREATE_EVENT
2,275,30,20,3,1,0,DENY,ALLOW,1,SHARE_DOCUMENT
2,276,64,12,1,1,0,ALLOW,ALLOW,1,FORWARD_INFORMATION
2,277,0,20,3,1,0,ALLOW,ALLOW,0,SHARE_DOCUMENT
2,278,82,8,1,0,0,DENY,ALLOW,0,CREATE_EVENT
2,279,45,15,4,1,1,MISSING,ALLOW,0,FORWARD_INFORMATION
2,280,82,4,0,0,0,DENY,ALLOW,0,SHARE_DOCUMENT
2,281,53,15,4,1,0,ALLOW,ALLOW,1,CREATE_EVENT
2,282,63,9,0,1,0,DENY,ALLOW,1,CREATE_EVENT
2,283,44,9,4,1,0,DENY,ALLOW,0,SHARE_DOCUMENT
2,284,90,22,5,1,0,DENY,ALLOW,0,FORWARD_INFORMATION
2,285,67,15,0,1,0,ALLOW,DENY,1,CREATE_EVENT
2,286,43,8,5,1,0,ALLOW,DENY,0,SEND_MESSAGE
2,287,77,4,5,1,0,ALLOW,DENY,1,FORWARD_INFORMATION
2,288,92,9,5,0,1,MISSING,ALLOW,1,SEND_MESSAGE
2,289,76,23,5,1,0,DENY,ALLOW,1,CREATE_EVENT
2,290,78,11,3,1,1,MISSING,ALLOW,0,SEND_MESSAGE
2,291,43,16,3,0,1,MISSING,DENY,1,FORWARD_INFORMATION
2,292,55,20,0,1,0,ALLOW,ALLOW,0,SEND_MESSAGE
2,293,62,3,2,1,0,DENY,ALLOW,0,SHARE_DOCUMENT
2,294,22,8,5,1,0,DENY,ALLOW,1,SHARE_DOCUMENT
2,295,17,16,3,0,0,DENY,ALLOW,1,SHARE_DOCUMENT
2,296,44,3,3,1,0,DENY,ALLOW,1,SHARE_DOCUMENT
2,297,57,5,3,0,0,ALLOW,ALLOW,0,FORWARD_INFORMATION
2,298,4,17,1,0,1,MISSING,ALLOW,1,CREATE_EVENT
2,299,45,16,4,0,0,DENY,ALLOW,1,FORWARD_INFORMATION
2,300,10,15,4,0,0,ALLOW,ALLOW,1,SEND_MESSAGE
2,301,44,16,1,1,0,DENY,DENY,1,SEND_MESSAGE
2,302,40,12,0,1,0,DENY,ALLOW,1,FORWARD_INFORMATION
2,303,2,18,1,0,0,ALLOW,ALLOW,0,CREATE_EVENT
2,304,68,6,3,1,1,MISSING,ALLOW,0,CREATE_EVENT
2,305,62,21,5,0,0,ALLOW,ALLOW,0,SEND_MESSAGE
2,306,73,7,3,0,0,ALLOW,ALLOW,1,SEND_MESSAGE
2,307,62,2,2,0,1,MISSING,ALLOW,1,SEND_MESSAGE
2,308,78,8,1,0,0,ALLOW,DENY,0,SEND_MESSAGE
2,309,41,0,2,1,0,DENY,ALLOW,0,SEND_MESSAGE
2,310,82,4,3,1,0,DENY,ALLOW,1,SEND_MESSAGE
2,311,71,1,5,1,1,MISSING,DENY,1,FORWARD_INFORMATION
2,312,34,15,0,1,0,ALLOW,ALLOW,1,SHARE_DOCUMENT
2,313,76,18,0,0,1,MISSING,DENY,0,FORWARD_INFORMATION
2,314,43,20,3,0,0,DENY,DENY,0,CREATE_EVENT
2,315,80,22,2,1,0,ALLOW,ALLOW,0,SEND_MESSAGE
2,316,27,1,1,0,1,MISSING,DENY,0,SEND_MESSAGE
2,317,83,14,2,0,0,ALLOW,DENY,1,SHARE_DOCUMENT
2,318,49,23,3,1,0,DENY,ALLOW,1,SEND_MESSAGE
2,319,68,6,0,0,1,MISSING,ALLOW,1,SEND_MESSAGE
