sample_id,episode,private_profile,private_tool
1112,TSEQ1-E2,TSEQ1,REMOTE
1113,TSEQ1-E2,TSEQ1,REMOTE
1114,TSEQ1-E2,TSEQ1,REMOTE
1115,TSEQ1-E2,TSEQ1,REMOTE
1116,TSEQ1-E2,TSEQ1,REMOTE
1117,TSEQ1-E2,TSEQ1,REMOTE
1118,TSEQ1-E2,TSEQ1,REMOTE
1119,TSEQ1-E2,TSEQ1,REMOTE
1120,TSEQ1-E2,TSEQ1,REMOTE
1121,TSEQ1-E2,TSEQ1,REMOTE
1122,TSEQ1-E2,TSEQ1,REMOTE
1123,TSEQ1-E2,TSEQ1,REMOTE
1124,TSEQ1-E2,TSEQ1,REMOTE
1125,TSEQ1-E2,TSEQ1,REMOTE
1126,TSEQ1-E2,TSEQ1,REMOTE
1127,TSEQ1-E2,TSEQ1,REMOTE
1128,TSEQ1-E2,TSEQ1,REMOTE
1129,TSEQ1-E2,TSEQ1,REMOTE
1130,TSEQ1-E2,TSEQ1,REMOTE
1131,TSEQ1-E2,TSEQ1,REMOTE
1132,TSEQ1-E2,TSEQ1,REMOTE
1133,TSEQ1-E2,TSEQ1,REMOTE
1134,TSEQ1-E2,TSEQ1,REMOTE
1135,TSEQ1-E2,TSEQ1,REMOTE
1136,TSEQ1-E2,TSEQ1,REMOTE
1137,TSEQ1-E2,TSEQ1,REMOTE
1138,TSEQ1-E2,TSEQ1,REMOTE
1139,TSEQ1-E2,TSEQ1,REMOTE
1140,TSEQ1-E2,TSEQ1,REMOTE
1141,TSEQ1-E2,TSEQ1,REMOTE
1142,TSEQ1-E2,TSEQ1,REMOTE
1143,TSEQ1-E2,TSEQ1,REMOTE
1144,TSEQ1-E2,TSEQ1,REMOTE
1145,TSEQ1-E2,TSEQ1,REMOTE
1146,TSEQ1-E2,TSEQ1,REMOTE
1147,TSEQ1-E2,TSEQ1,REMOTE
1148,TSEQ1-E2,TSEQ1,REMOTE
1149,TSEQ1-E2,TSEQ1,REMOTE
1150,TSEQ1-E2,TSEQ1,REMOTE
1151,TSEQ1-E2,TSEQ1,REMOTE
1152,TSEQ1-E2,TSEQ1,REMOTE
1153,TSEQ1-E2,TSEQ1,REMOTE
1154,TSEQ1-E2,TSEQ1,REMOTE
1155,TSEQ1-E2,TSEQ1,REMOTE
1156,TSEQ1-E2,TSEQ1,REMOTE
1157,TSEQ1-E2,TSEQ1,REMOTE
1158,TSEQ1-E2,TSEQ1,REMOTE
1159,TSEQ1-E2,TSEQ1,REMOTE
1160,TSEQ1-E2,TSEQ1,REMOTE
1161,TSEQ1-E2,TSEQ1,REMOTE
1162,TSEQ1-E2,TSEQ1,REMOTE
1163,TSEQ1-E2,TSEQ1,REMOTE
1164,TSEQ1-E2,TSEQ1,REMOTE
1165,TSEQ1-E2,TSEQ1,REMOTE
1166,TSEQ1-E2,TSEQ1,REMOTE
1167,TSEQ1-E2,TSEQ1,REMOTE
1168,TSEQ1-E2,TSEQ1,REMOTE
1169,TSEQ1-E2,TSEQ1,REMOTE
1170,TSEQ1-E2,TSEQ1,REMOTE
1171,TSEQ1-E2,TSEQ1,REMOTE
1172,TSEQ1-E2,TSEQ1,REMOTE
1173,TSEQ1-E2,TSEQ1,REMOTE
1174,TSEQ1-E2,TSEQ1,REMOTE
1175,TSEQ1-E2,TSEQ1,REMOTE
1176,TSEQ1-E2,TSEQ1,REMOTE
1177,TSEQ1-E2,TSEQ1,REMOTE
1178,TSEQ1-E2,TSEQ1,REMOTE
1179,TSEQ1-E2,TSEQ1,REMOTE
1180,TSEQ1-E2,TSEQ1,REMOTE
1181,TSEQ1-E2,TSEQ1,REMOTE
1182,TSEQ1-E2,TSEQ1,REMOTE
1183,TSEQ1-E2,TSEQ1,REMOTE
1184,TSEQ1-E2,TSEQ1,REMOTE
1185,TSEQ1-E2,TSEQ1,REMOTE
1186,TSEQ1-E2,TSEQ1,REMOTE
1187,TSEQ1-E2,TSEQ1,REMOTE
1188,TSEQ1-E2,TSEQ1,REMOTE
1189,TSEQ1-E2,TSEQ1,REMOTE
1190,TSEQ1-E2,TSEQ1,REMOTE
1191,TSEQ1-E2,TSEQ1,REMOTE
1192,TSEQ1-E2,TSEQ1,REMOTE
1193,TSEQ1-E2,TSEQ1,REMOTE
1194,TSEQ1-E2,TSEQ1,REMOTE
1195,TSEQ1-E2,TSEQ1,REMOTE
1196,TSEQ1-E2,TSEQ1,REMOTE
1197,TSEQ1-E2,TSEQ1,REMOTE
1198,TSEQ1-E2,TSEQ1,REMOTE
1199,TSEQ1-E2,TSEQ1,REMOTE
1200,TSEQ2-E2,TSEQ2,LOCAL
1201,TSEQ2-E2,TSEQ2,LOCAL
1202,TSEQ2-E2,TSEQ2,LOCAL
1203,TSEQ2-E2,TSEQ2,LOCAL
1204,TSEQ2-E2,TSEQ2,LOCAL
1205,TSEQ2-E2,TSEQ2,REMOTE
1206,TSEQ2-E2,TSEQ2,LOCAL
1207,TSEQ2-E2,TSEQ2,REMOTE
1208,TSEQ2-E2,TSEQ2,LOCAL
1209,TSEQ2-E2,TSEQ2,REMOTE
1210,TSEQ2-E2,TSEQ2,REMOTE
1211,TSEQ2-E2,TSEQ2,LOCAL
1212,TSEQ2-E2,TSEQ2,REMOTE
1213,TSEQ2-E2,TSEQ2,REMOTE
1214,TSEQ2-E2,TSEQ2,LOCAL
1215,TSEQ2-E2,TSEQ2,LOCAL
1216,TSEQ2-E2,TSEQ2,LOCAL
1217,TSEQ2-E2,TSEQ2,REMOTE
1218,TSEQ2-E2,TSEQ2,LOCAL
1219,TSEQ2-E2,TSEQ2,LOCAL
1220,TSEQ2-E2,TSEQ2,REMOTE
1221,TSEQ2-E2,TSEQ2,LOCAL
1222,TSEQ2-E2,TSEQ2,REMOTE
1223,TSEQ2-E2,TSEQ2,LOCAL
1224,TSEQ2-E2,TSEQ2,LOCAL
1225,TSEQ2-E2,TSEQ2,REMOTE
1226,TSEQ2-E2,TSEQ2,LOCAL
1227,TSEQ2-E2,TSEQ2,REMOTE
1228,TSEQ2-E2,TSEQ2,REMOTE
1229,TSEQ2-E2,TSEQ2,LOCAL
1230,TSEQ2-E2,TSEQ2,REMOTE
1231,TSEQ2-E2,TSEQ2,REMOTE
1232,TSEQ2-E2,TSEQ2,REMOTE
1233,TSEQ2-E2,TSEQ2,LOCAL
1234,TSEQ2-E2,TSEQ2,LOCAL
1235,TSEQ2-E2,TSEQ2,LOCAL
1236,TSEQ2-E2,TSEQ2,REMOTE
1237,TSEQ2-E2,TSEQ2,REMOTE
1238,TSEQ2-E2,TSEQ2,REMOTE
1239,TSEQ2-E2,TSEQ2,LOCAL
1240,TSEQ2-E2,TSEQ2,LOCAL
1241,TSEQ2-E2,TSEQ2,REMOTE
1242,TSEQ2-E2,TSEQ2,REMOTE
1243,TSEQ2-E2,TSEQ2,REMOTE
1244,TSEQ2-E2,TSEQ2,REMOTE
1245,TSEQ2-E2,TSEQ2,LOCAL
1246,TSEQ2-E2,TSEQ2,REMOTE
1247,TSEQ2-E2,TSEQ2,REMOTE
1248,TSEQ2-E2,TSEQ2,REMOTE
1249,TSEQ2-E2,TSEQ2,REMOTE
1250,TSEQ2-E2,TSEQ2,LOCAL
1251,TSEQ2-E2,TSEQ2,REMOTE
1252,TSEQ2-E2,TSEQ2,LOCAL
1253,TSEQ2-E2,TSEQ2,LOCAL
1254,TSEQ2-E2,TSEQ2,LOCAL
1255,TSEQ2-E2,TSEQ2,REMOTE
1256,TSEQ2-E2,TSEQ2,REMOTE
1257,TSEQ2-E2,TSEQ2,REMOTE
1258,TSEQ2-E2,TSEQ2,REMOTE
1259,TSEQ2-E2,TSEQ2,REMOTE
1260,TSEQ2-E2,TSEQ2,REMOTE
1261,TSEQ2-E2,TSEQ2,REMOTE
1262,TSEQ2-E2,TSEQ2,LOCAL
1263,TSEQ2-E2,TSEQ2,LOCAL
1264,TSEQ2-E2,TSEQ2,LOCAL
1265,TSEQ2-E2,TSEQ2,LOCAL
1266,TSEQ2-E2,TSEQ2,LOCAL
1267,TSEQ2-E2,TSEQ2,REMOTE
1268,TSEQ2-E2,TSEQ2,LOCAL
1269,TSEQ2-E2,TSEQ2,REMOTE
1270,TSEQ2-E2,TSEQ2,REMOTE
1271,TSEQ2-E2,TSEQ2,LOCAL
1272,TSEQ2-E2,TSEQ2,LOCAL
1273,TSEQ2-E2,TSEQ2,REMOTE
1274,TSEQ2-E2,TSEQ2,REMOTE
1275,TSEQ2-E2,TSEQ2,REMOTE
1276,TSEQ2-E2,TSEQ2,LOCAL
1277,TSEQ2-E2,TSEQ2,LOCAL
1278,TSEQ2-E2,TSEQ2,REMOTE
1279,TSEQ2-E2,TSEQ2,LOCAL
1280,TSEQ2-E2,TSEQ2,LOCAL
1281,TSEQ2-E2,TSEQ2,REMOTE
1282,TSEQ2-E2,TSEQ2,LOCAL
1283,TSEQ2-E2,TSEQ2,LOCAL
1284,TSEQ2-E2,TSEQ2,LOCAL
1285,TSEQ2-E2,TSEQ2,REMOTE
1286,TSEQ2-E2,TSEQ2,LOCAL
1287,TSEQ2-E2,TSEQ2,REMOTE
1288,TSEQ2-E2,TSEQ2,REMOTE
1289,TSEQ2-E2,TSEQ2,LOCAL
1290,TSEQ2-E2,TSEQ2,LOCAL
1291,TSEQ2-E2,TSEQ2,REMOTE
1292,TSEQ2-E2,TSEQ2,REMOTE
1293,TSEQ2-E2,TSEQ2,REMOTE
1294,TSEQ2-E2,TSEQ2,REMOTE
1295,TSEQ2-E2,TSEQ2,LOCAL
1296,TSEQ2-E2,TSEQ2,LOCAL
1297,TSEQ2-E2,TSEQ2,LOCAL
1298,TSEQ2-E2,TSEQ2,REMOTE
1299,TSEQ2-E2,TSEQ2,LOCAL
1300,TSEQ3-E2,TSEQ3,LOCAL
1301,TSEQ3-E2,TSEQ3,REMOTE
1302,TSEQ3-E2,TSEQ3,CLOUD
1303,TSEQ3-E2,TSEQ3,LOCAL
1304,TSEQ3-E2,TSEQ3,REMOTE
1305,TSEQ3-E2,TSEQ3,CLOUD
1306,TSEQ3-E2,TSEQ3,LOCAL
1307,TSEQ3-E2,TSEQ3,REMOTE
1308,TSEQ3-E2,TSEQ3,CLOUD
1309,TSEQ3-E2,TSEQ3,LOCAL
1310,TSEQ3-E2,TSEQ3,REMOTE
1311,TSEQ3-E2,TSEQ3,CLOUD
1312,TSEQ3-E2,TSEQ3,LOCAL
1313,TSEQ3-E2,TSEQ3,REMOTE
1314,TSEQ3-E2,TSEQ3,CLOUD
1315,TSEQ3-E2,TSEQ3,LOCAL
1316,TSEQ3-E2,TSEQ3,REMOTE
1317,TSEQ3-E2,TSEQ3,CLOUD
1318,TSEQ3-E2,TSEQ3,LOCAL
1319,TSEQ3-E2,TSEQ3,REMOTE
1320,TSEQ3-E2,TSEQ3,CLOUD
1321,TSEQ3-E2,TSEQ3,LOCAL
1322,TSEQ3-E2,TSEQ3,REMOTE
1323,TSEQ3-E2,TSEQ3,CLOUD
1324,TSEQ3-E2,TSEQ3,LOCAL
1325,TSEQ3-E2,TSEQ3,REMOTE
1326,TSEQ3-E2,TSEQ3,CLOUD
1327,TSEQ3-E2,TSEQ3,LOCAL
1328,TSEQ3-E2,TSEQ3,REMOTE
1329,TSEQ3-E2,TSEQ3,CLOUD
1330,TSEQ3-E2,TSEQ3,LOCAL
1331,TSEQ3-E2,TSEQ3,REMOTE
1332,TSEQ3-E2,TSEQ3,CLOUD
1333,TSEQ3-E2,TSEQ3,LOCAL
1334,TSEQ3-E2,TSEQ3,REMOTE
1335,TSEQ3-E2,TSEQ3,CLOUD
1336,TSEQ3-E2,TSEQ3,LOCAL
1337,TSEQ3-E2,TSEQ3,REMOTE
1338,TSEQ3-E2,TSEQ3,CLOUD
1339,TSEQ3-E2,TSEQ3,LOCAL
1340,TSEQ3-E2,TSEQ3,REMOTE
1341,TSEQ3-E2,TSEQ3,CLOUD
1342,TSEQ3-E2,TSEQ3,LOCAL
1343,TSEQ3-E2,TSEQ3,REMOTE
1344,TSEQ3-E2,TSEQ3,CLOUD
1345,TSEQ3-E2,TSEQ3,LOCAL
1346,TSEQ3-E2,TSEQ3,REMOTE
1347,TSEQ3-E2,TSEQ3,CLOUD
1348,TSEQ3-E2,TSEQ3,LOCAL
1349,TSEQ3-E2,TSEQ3,REMOTE
1350,TSEQ3-E2,TSEQ3,CLOUD
1351,TSEQ3-E2,TSEQ3,LOCAL
1352,TSEQ3-E2,TSEQ3,REMOTE
1353,TSEQ3-E2,TSEQ3,CLOUD
1354,TSEQ3-E2,TSEQ3,LOCAL
1355,TSEQ3-E2,TSEQ3,REMOTE
1356,TSEQ3-E2,TSEQ3,CLOUD
1357,TSEQ3-E2,TSEQ3,LOCAL
1358,TSEQ3-E2,TSEQ3,REMOTE
1359,TSEQ3-E2,TSEQ3,CLOUD
1360,TSEQ3-E2,TSEQ3,LOCAL
1361,TSEQ3-E2,TSEQ3,REMOTE
1362,TSEQ3-E2,TSEQ3,CLOUD
1363,TSEQ3-E2,TSEQ3,LOCAL
1364,TSEQ3-E2,TSEQ3,REMOTE
1365,TSEQ3-E2,TSEQ3,CLOUD
1366,TSEQ3-E2,TSEQ3,LOCAL
1367,TSEQ3-E2,TSEQ3,REMOTE
1368,TSEQ3-E2,TSEQ3,CLOUD
1369,TSEQ3-E2,TSEQ3,LOCAL
1370,TSEQ3-E2,TSEQ3,REMOTE
1371,TSEQ3-E2,TSEQ3,CLOUD
1372,TSEQ3-E2,TSEQ3,LOCAL
1373,TSEQ3-E2,TSEQ3,REMOTE
1374,TSEQ3-E2,TSEQ3,CLOUD
1375,TSEQ3-E2,TSEQ3,LOCAL
1376,TSEQ3-E2,TSEQ3,REMOTE
1377,TSEQ3-E2,TSEQ3,CLOUD
1378,TSEQ3-E2,TSEQ3,LOCAL
1379,TSEQ3-E2,TSEQ3,REMOTE
1380,TSEQ3-E2,TSEQ3,CLOUD
1381,TSEQ3-E2,TSEQ3,LOCAL
1382,TSEQ3-E2,TSEQ3,REMOTE
1383,TSEQ3-E2,TSEQ3,CLOUD
1384,TSEQ3-E2,TSEQ3,LOCAL
1385,TSEQ3-E2,TSEQ3,REMOTE
1386,TSEQ3-E2,TSEQ3,CLOUD
1387,TSEQ3-E2,TSEQ3,LOCAL
1388,TSEQ3-E2,TSEQ3,REMOTE
1389,TSEQ3-E2,TSEQ3,CLOUD
1390,TSEQ3-E2,TSEQ3,LOCAL
1391,TSEQ3-E2,TSEQ3,REMOTE
1392,TSEQ3-E2,TSEQ3,CLOUD
1393,TSEQ3-E2,TSEQ3,LOCAL
1394,TSEQ3-E2,TSEQ3,REMOTE
1395,TSEQ3-E2,TSEQ3,CLOUD
1396,TSEQ3-E2,TSEQ3,LOCAL
1397,TSEQ3-E2,TSEQ3,REMOTE
1398,TSEQ3-E2,TSEQ3,CLOUD
1399,TSEQ3-E2,TSEQ3,LOCAL
1400,TSEQ4-E2,TSEQ4,REMOTE
1401,TSEQ4-E2,TSEQ4,LOCAL
1402,TSEQ4-E2,TSEQ4,CLOUD
1403,TSEQ4-E2,TSEQ4,REMOTE
1404,TSEQ4-E2,TSEQ4,LOCAL
1405,TSEQ4-E2,TSEQ4,CLOUD
1406,TSEQ4-E2,TSEQ4,REMOTE
1407,TSEQ4-E2,TSEQ4,LOCAL
1408,TSEQ4-E2,TSEQ4,CLOUD
1409,TSEQ4-E2,TSEQ4,REMOTE
1410,TSEQ4-E2,TSEQ4,LOCAL
1411,TSEQ4-E2,TSEQ4,CLOUD
1412,TSEQ4-E2,TSEQ4,REMOTE
1413,TSEQ4-E2,TSEQ4,LOCAL
1414,TSEQ4-E2,TSEQ4,CLOUD
1415,TSEQ4-E2,TSEQ4,REMOTE
1416,TSEQ4-E2,TSEQ4,LOCAL
1417,TSEQ4-E2,TSEQ4,CLOUD
1418,TSEQ4-E2,TSEQ4,REMOTE
1419,TSEQ4-E2,TSEQ4,LOCAL
1420,TSEQ4-E2,TSEQ4,CLOUD
1421,TSEQ4-E2,TSEQ4,REMOTE
1422,TSEQ4-E2,TSEQ4,LOCAL
1423,TSEQ4-E2,TSEQ4,CLOUD
1424,TSEQ4-E2,TSEQ4,REMOTE
1425,TSEQ4-E2,TSEQ4,LOCAL
1426,TSEQ4-E2,TSEQ4,CLOUD
1427,TSEQ4-E2,TSEQ4,REMOTE
1428,TSEQ4-E2,TSEQ4,LOCAL
1429,TSEQ4-E2,TSEQ4,CLOUD
1430,TSEQ4-E2,TSEQ4,REMOTE
1431,TSEQ4-E2,TSEQ4,LOCAL
1432,TSEQ4-E2,TSEQ4,CLOUD
1433,TSEQ4-E2,TSEQ4,REMOTE
1434,TSEQ4-E2,TSEQ4,LOCAL
1435,TSEQ4-E2,TSEQ4,CLOUD
1436,TSEQ4-E2,TSEQ4,REMOTE
1437,TSEQ4-E2,TSEQ4,LOCAL
1438,TSEQ4-E2,TSEQ4,CLOUD
1439,TSEQ4-E2,TSEQ4,REMOTE
1440,TSEQ4-E2,TSEQ4,LOCAL
1441,TSEQ4-E2,TSEQ4,CLOUD
1442,TSEQ4-E2,TSEQ4,REMOTE
1443,TSEQ4-E2,TSEQ4,LOCAL
1444,TSEQ4-E2,TSEQ4,CLOUD
1445,TSEQ4-E2,TSEQ4,REMOTE
1446,TSEQ4-E2,TSEQ4,LOCAL
1447,TSEQ4-E2,TSEQ4,CLOUD
1448,TSEQ4-E2,TSEQ4,REMOTE
1449,TSEQ4-E2,TSEQ4,LOCAL
1450,TSEQ4-E2,TSEQ4,CLOUD
1451,TSEQ4-E2,TSEQ4,REMOTE
1452,TSEQ4-E2,TSEQ4,LOCAL
1453,TSEQ4-E2,TSEQ4,CLOUD
1454,TSEQ4-E2,TSEQ4,REMOTE
1455,TSEQ4-E2,TSEQ4,LOCAL
1456,TSEQ4-E2,TSEQ4,CLOUD
1457,TSEQ4-E2,TSEQ4,REMOTE
1458,TSEQ4-E2,TSEQ4,LOCAL
1459,TSEQ4-E2,TSEQ4,CLOUD
1460,TSEQ4-E2,TSEQ4,REMOTE
1461,TSEQ4-E2,TSEQ4,LOCAL
1462,TSEQ4-E2,TSEQ4,CLOUD
1463,TSEQ4-E2,TSEQ4,REMOTE
1464,TSEQ4-E2,TSEQ4,LOCAL
1465,TSEQ4-E2,TSEQ4,CLOUD
1466,TSEQ4-E2,TSEQ4,REMOTE
1467,TSEQ4-E2,TSEQ4,LOCAL
1468,TSEQ4-E2,TSEQ4,CLOUD
1469,TSEQ4-E2,TSEQ4,REMOTE
1470,TSEQ4-E2,TSEQ4,LOCAL
1471,TSEQ4-E2,TSEQ4,CLOUD
1472,TSEQ4-E2,TSEQ4,REMOTE
1473,TSEQ4-E2,TSEQ4,LOCAL
1474,TSEQ4-E2,TSEQ4,CLOUD
1475,TSEQ4-E2,TSEQ4,REMOTE
1476,TSEQ4-E2,TSEQ4,LOCAL
1477,TSEQ4-E2,TSEQ4,CLOUD
1478,TSEQ4-E2,TSEQ4,REMOTE
1479,TSEQ4-E2,TSEQ4,LOCAL
1480,TSEQ4-E2,TSEQ4,CLOUD
1481,TSEQ4-E2,TSEQ4,REMOTE
1482,TSEQ4-E2,TSEQ4,LOCAL
1483,TSEQ4-E2,TSEQ4,CLOUD
1484,TSEQ4-E2,TSEQ4,REMOTE
1485,TSEQ4-E2,TSEQ4,LOCAL
1486,TSEQ4-E2,TSEQ4,CLOUD
1487,TSEQ4-E2,TSEQ4,REMOTE
1488,TSEQ4-E2,TSEQ4,LOCAL
1489,TSEQ4-E2,TSEQ4,CLOUD
1490,TSEQ4-E2,TSEQ4,REMOTE
1491,TSEQ4-E2,TSEQ4,LOCAL
1492,TSEQ4-E2,TSEQ4,CLOUD
1493,TSEQ4-E2,TSEQ4,REMOTE
1494,TSEQ4-E2,TSEQ4,LOCAL
1495,TSEQ4-E2,TSEQ4,CLOUD
1496,TSEQ4-E2,TSEQ4,REMOTE
1497,TSEQ4-E2,TSEQ4,LOCAL
1498,TSEQ4-E2,TSEQ4,CLOUD
1499,TSEQ4-E2,TSEQ4,REMOTE
1500,TSEQ0-E3,TSEQ0,LOCAL
1501,TSEQ0-E3,TSEQ0,LOCAL
1502,TSEQ0-E3,TSEQ0,LOCAL
1503,TSEQ0-E3,TSEQ0,LOCAL
1504,TSEQ0-E3,TSEQ0,LOCAL
1505,TSEQ0-E3,TSEQ0,LOCAL
1506,TSEQ0-E3,TSEQ0,LOCAL
1507,TSEQ0-E3,TSEQ0,LOCAL
1508,TSEQ0-E3,TSEQ0,LOCAL
1509,TSEQ0-E3,TSEQ0,LOCAL
1510,TSEQ0-E3,TSEQ0,LOCAL
1511,TSEQ0-E3,TSEQ0,LOCAL
1512,TSEQ0-E3,TSEQ0,LOCAL
1513,TSEQ0-E3,TSEQ0,LOCAL
1514,TSEQ0-E3,TSEQ0,LOCAL
1515,TSEQ0-E3,TSEQ0,LOCAL
1516,TSEQ0-E3,TSEQ0,LOCAL
1517,TSEQ0-E3,TSEQ0,LOCAL
1518,TSEQ0-E3,TSEQ0,LOCAL
1519,TSEQ0-E3,TSEQ0,LOCAL
1520,TSEQ0-E3,TSEQ0,LOCAL
1521,TSEQ0-E3,TSEQ0,LOCAL
1522,TSEQ0-E3,TSEQ0,LOCAL
1523,TSEQ0-E3,TSEQ0,LOCAL
1524,TSEQ0-E3,TSEQ0,LOCAL
1525,TSEQ0-E3,TSEQ0,LOCAL
1526,TSEQ0-E3,TSEQ0,LOCAL
1527,TSEQ0-E3,TSEQ0,LOCAL
1528,TSEQ0-E3,TSEQ0,LOCAL
1529,TSEQ0-E3,TSEQ0,LOCAL
1530,TSEQ0-E3,TSEQ0,LOCAL
1531,TSEQ0-E3,TSEQ0,LOCAL
1532,TSEQ0-E3,TSEQ0,LOCAL
1533,TSEQ0-E3,TSEQ0,LOCAL
1534,TSEQ0-E3,TSEQ0,LOCAL
1535,TSEQ0-E3,TSEQ0,LOCAL
1536,TSEQ0-E3,TSEQ0,LOCAL
1537,TSEQ0-E3,TSEQ0,LOCAL
1538,TSEQ0-E3,TSEQ0,LOCAL
1539,TSEQ0-E3,TSEQ0,LOCAL
1540,TSEQ0-E3,TSEQ0,LOCAL
1541,TSEQ0-E3,TSEQ0,LOCAL
1542,TSEQ0-E3,TSEQ0,LOCAL
1543,TSEQ0-E3,TSEQ0,LOCAL
1544,TSEQ0-E3,TSEQ0,LOCAL
1545,TSEQ0-E3,TSEQ0,LOCAL
1546,TSEQ0-E3,TSEQ0,LOCAL
1547,TSEQ0-E3,TSEQ0,LOCAL
1548,TSEQ0-E3,TSEQ0,LOCAL
1549,TSEQ0-E3,TSEQ0,LOCAL
1550,TSEQ0-E3,TSEQ0,LOCAL
1551,TSEQ0-E3,TSEQ0,LOCAL
1552,TSEQ0-E3,TSEQ0,LOCAL
1553,TSEQ0-E3,TSEQ0,LOCAL
1554,TSEQ0-E3,TSEQ0,LOCAL
1555,TSEQ0-E3,TSEQ0,LOCAL
1556,TSEQ0-E3,TSEQ0,LOCAL
1557,TSEQ0-E3,TSEQ0,LOCAL
1558,TSEQ0-E3,TSEQ0,LOCAL
1559,TSEQ0-E3,TSEQ0,LOCAL
1560,TSEQ0-E3,TSEQ0,LOCAL
1561,TSEQ0-E3,TSEQ0,LOCAL
1562,TSEQ0-E3,TSEQ0,LOCAL
1563,TSEQ0-E3,TSEQ0,LOCAL
1564,TSEQ0-E3,TSEQ0,LOCAL
1565,TSEQ0-E3,TSEQ0,LOCAL
1566,TSEQ0-E3,TSEQ0,LOCAL
1567,TSEQ0-E3,TSEQ0,LOCAL
1568,TSEQ0-E3,TSEQ0,LOCAL
1569,TSEQ0-E3,TSEQ0,LOCAL
1570,TSEQ0-E3,TSEQ0,LOCAL
1571,TSEQ0-E3,TSEQ0,LOCAL
1572,TSEQ0-E3,TSEQ0,LOCAL
1573,TSEQ0-E3,TSEQ0,LOCAL
1574,TSEQ0-E3,TSEQ0,LOCAL
1575,TSEQ0-E3,TSEQ0,LOCAL
1576,TSEQ0-E3,TSEQ0,LOCAL
1577,TSEQ0-E3,TSEQ0,LOCAL
1578,TSEQ0-E3,TSEQ0,LOCAL
1579,TSEQ0-E3,TSEQ0,LOCAL
1580,TSEQ0-E3,TSEQ0,LOCAL
1581,TSEQ0-E3,TSEQ0,LOCAL
1582,TSEQ0-E3,TSEQ0,LOCAL
1583,TSEQ0-E3,TSEQ0,LOCAL
1584,TSEQ0-E3,TSEQ0,LOCAL
1585,TSEQ0-E3,TSEQ0,LOCAL
1586,TSEQ0-E3,TSEQ0,LOCAL
1587,TSEQ0-E3,TSEQ0,LOCAL
1588,TSEQ0-E3,TSEQ0,LOCAL
1589,TSEQ0-E3,TSEQ0,LOCAL
1590,TSEQ0-E3,TSEQ0,LOCAL
1591,TSEQ0-E3,TSEQ0,LOCAL
1592,TSEQ0-E3,TSEQ0,LOCAL
1593,TSEQ0-E3,TSEQ0,LOCAL
1594,TSEQ0-E3,TSEQ0,LOCAL
1595,TSEQ0-E3,TSEQ0,LOCAL
1596,TSEQ0-E3,TSEQ0,LOCAL
1597,TSEQ0-E3,TSEQ0,LOCAL
1598,TSEQ0-E3,TSEQ0,LOCAL
1599,TSEQ0-E3,TSEQ0,LOCAL
1600,TSEQ1-E3,TSEQ1,REMOTE
1601,TSEQ1-E3,TSEQ1,REMOTE
1602,TSEQ1-E3,TSEQ1,REMOTE
1603,TSEQ1-E3,TSEQ1,REMOTE
1604,TSEQ1-E3,TSEQ1,REMOTE
1605,TSEQ1-E3,TSEQ1,REMOTE
1606,TSEQ1-E3,TSEQ1,REMOTE
1607,TSEQ1-E3,TSEQ1,REMOTE
1608,TSEQ1-E3,TSEQ1,REMOTE
1609,TSEQ1-E3,TSEQ1,REMOTE
1610,TSEQ1-E3,TSEQ1,REMOTE
1611,TSEQ1-E3,TSEQ1,REMOTE
1612,TSEQ1-E3,TSEQ1,REMOTE
1613,TSEQ1-E3,TSEQ1,REMOTE
1614,TSEQ1-E3,TSEQ1,REMOTE
1615,TSEQ1-E3,TSEQ1,REMOTE
1616,TSEQ1-E3,TSEQ1,REMOTE
1617,TSEQ1-E3,TSEQ1,REMOTE
1618,TSEQ1-E3,TSEQ1,REMOTE
1619,TSEQ1-E3,TSEQ1,REMOTE
1620,TSEQ1-E3,TSEQ1,REMOTE
1621,TSEQ1-E3,TSEQ1,REMOTE
1622,TSEQ1-E3,TSEQ1,REMOTE
1623,TSEQ1-E3,TSEQ1,REMOTE
1624,TSEQ1-E3,TSEQ1,REMOTE
1625,TSEQ1-E3,TSEQ1,REMOTE
1626,TSEQ1-E3,TSEQ1,REMOTE
1627,TSEQ1-E3,TSEQ1,REMOTE
1628,TSEQ1-E3,TSEQ1,REMOTE
1629,TSEQ1-E3,TSEQ1,REMOTE
1630,TSEQ1-E3,TSEQ1,REMOTE
1631,TSEQ1-E3,TSEQ1,REMOTE
1632,TSEQ1-E3,TSEQ1,REMOTE
1633,TSEQ1-E3,TSEQ1,REMOTE
1634,TSEQ1-E3,TSEQ1,REMOTE
1635,TSEQ1-E3,TSEQ1,REMOTE
1636,TSEQ1-E3,TSEQ1,REMOTE
1637,TSEQ1-E3,TSEQ1,REMOTE
1638,TSEQ1-E3,TSEQ1,REMOTE
1639,TSEQ1-E3,TSEQ1,REMOTE
1640,TSEQ1-E3,TSEQ1,REMOTE
1641,TSEQ1-E3,TSEQ1,REMOTE
1642,TSEQ1-E3,TSEQ1,REMOTE
1643,TSEQ1-E3,TSEQ1,REMOTE
1644,TSEQ1-E3,TSEQ1,REMOTE
1645,TSEQ1-E3,TSEQ1,REMOTE
1646,TSEQ1-E3,TSEQ1,REMOTE
1647,TSEQ1-E3,TSEQ1,REMOTE
1648,TSEQ1-E3,TSEQ1,REMOTE
