framework,pinned_commit,relative_path,line,behavior_kind,detail,disposition,reason
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_memory.py,221,state_memory,MemoryTopicRecord,UNSUPPORTED,framework-native persistence object is not automatically lowered to STATE_GET/SET
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_memory.py,236,state_memory,AgentSession,UNSUPPORTED,framework-native persistence object is not automatically lowered to STATE_GET/SET
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_memory.py,238,state_memory,MemoryFileStore,UNSUPPORTED,framework-native persistence object is not automatically lowered to STATE_GET/SET
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_memory.py,248,state_memory,MemoryTopicRecord,UNSUPPORTED,framework-native persistence object is not automatically lowered to STATE_GET/SET
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_memory.py,258,state_memory,MemoryTopicRecord,UNSUPPORTED,framework-native persistence object is not automatically lowered to STATE_GET/SET
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_memory.py,266,state_memory,store.write_state,UNSUPPORTED,framework-native persistence object is not automatically lowered to STATE_GET/SET
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_memory.py,269,state_memory,store.write_state,UNSUPPORTED,framework-native persistence object is not automatically lowered to STATE_GET/SET
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_memory.py,282,state_memory,store.read_state,UNSUPPORTED,framework-native persistence object is not automatically lowered to STATE_GET/SET
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_memory.py,283,state_memory,store.read_state,UNSUPPORTED,framework-native persistence object is not automatically lowered to STATE_GET/SET
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_memory.py,294,state_memory,AgentSession,UNSUPPORTED,framework-native persistence object is not automatically lowered to STATE_GET/SET
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_memory.py,296,state_memory,MemoryFileStore,UNSUPPORTED,framework-native persistence object is not automatically lowered to STATE_GET/SET
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_memory.py,297,instructions,Agent,COMPILED,static instruction handle when literal; callable form is recorded separately
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_memory.py,297,llm,Agent,SHARED_PRIMITIVE,model work remains a common heavy primitive
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_memory.py,297,termination,Agent,COMPILED,bounded RETURN is in the control IR
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_memory.py,298,state_memory,_MemoryHarnessClient,UNSUPPORTED,framework-native persistence object is not automatically lowered to STATE_GET/SET
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_memory.py,299,state_memory,MemoryContextProvider,UNSUPPORTED,framework-native persistence object is not automatically lowered to STATE_GET/SET
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_memory.py,303,state_memory,agent._prepare_session_and_messages,UNSUPPORTED,framework-native persistence object is not automatically lowered to STATE_GET/SET
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_memory.py,310,state_memory,agent._prepare_session_and_messages,UNSUPPORTED,framework-native persistence object is not automatically lowered to STATE_GET/SET
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_memory.py,320,state_memory,AgentSession,UNSUPPORTED,framework-native persistence object is not automatically lowered to STATE_GET/SET
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_memory.py,322,state_memory,MemoryFileStore,UNSUPPORTED,framework-native persistence object is not automatically lowered to STATE_GET/SET
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_memory.py,330,state_memory,MemoryContextProvider,UNSUPPORTED,framework-native persistence object is not automatically lowered to STATE_GET/SET
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_memory.py,335,instructions,Agent,COMPILED,static instruction handle when literal; callable form is recorded separately
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_memory.py,335,llm,Agent,SHARED_PRIMITIVE,model work remains a common heavy primitive
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_memory.py,335,termination,Agent,COMPILED,bounded RETURN is in the control IR
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_memory.py,336,state_memory,_MemoryHarnessClient,UNSUPPORTED,framework-native persistence object is not automatically lowered to STATE_GET/SET
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_memory.py,341,state_memory,agent._prepare_session_and_messages,UNSUPPORTED,framework-native persistence object is not automatically lowered to STATE_GET/SET
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_memory.py,353,state_memory,write_memory.invoke,UNSUPPORTED,framework-native persistence object is not automatically lowered to STATE_GET/SET
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_memory.py,357,state_memory,list_memory_topics.invoke,UNSUPPORTED,framework-native persistence object is not automatically lowered to STATE_GET/SET
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_memory.py,362,state_memory,session.to_dict,UNSUPPORTED,framework-native persistence object is not automatically lowered to STATE_GET/SET
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_memory.py,369,state_memory,search_memory_transcripts.invoke,UNSUPPORTED,framework-native persistence object is not automatically lowered to STATE_GET/SET
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_memory.py,380,state_memory,AgentSession,UNSUPPORTED,framework-native persistence object is not automatically lowered to STATE_GET/SET
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_memory.py,382,state_memory,MemoryFileStore,UNSUPPORTED,framework-native persistence object is not automatically lowered to STATE_GET/SET
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_memory.py,390,state_memory,MemoryContextProvider,UNSUPPORTED,framework-native persistence object is not automatically lowered to STATE_GET/SET
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_memory.py,391,state_memory,store.export_provider_state,UNSUPPORTED,framework-native persistence object is not automatically lowered to STATE_GET/SET
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_memory.py,404,instructions,Agent,COMPILED,static instruction handle when literal; callable form is recorded separately
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_memory.py,404,llm,Agent,SHARED_PRIMITIVE,model work remains a common heavy primitive
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_memory.py,404,termination,Agent,COMPILED,bounded RETURN is in the control IR
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_memory.py,405,state_memory,_MemoryHarnessClient,UNSUPPORTED,framework-native persistence object is not automatically lowered to STATE_GET/SET
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_memory.py,410,state_memory,agent._prepare_session_and_messages,UNSUPPORTED,framework-native persistence object is not automatically lowered to STATE_GET/SET
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_memory.py,414,state_memory,session_context.get_messages,UNSUPPORTED,framework-native persistence object is not automatically lowered to STATE_GET/SET
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_memory.py,429,state_memory,AgentSession,UNSUPPORTED,framework-native persistence object is not automatically lowered to STATE_GET/SET
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_memory.py,431,state_memory,MemoryFileStore,UNSUPPORTED,framework-native persistence object is not automatically lowered to STATE_GET/SET
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_memory.py,439,state_memory,store.export_provider_state,UNSUPPORTED,framework-native persistence object is not automatically lowered to STATE_GET/SET
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_memory.py,440,state_memory,MemoryContextProvider,UNSUPPORTED,framework-native persistence object is not automatically lowered to STATE_GET/SET
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_memory.py,460,instructions,Agent,COMPILED,static instruction handle when literal; callable form is recorded separately
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_memory.py,460,llm,Agent,SHARED_PRIMITIVE,model work remains a common heavy primitive
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_memory.py,460,termination,Agent,COMPILED,bounded RETURN is in the control IR
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_memory.py,461,state_memory,_MemoryHarnessClient,UNSUPPORTED,framework-native persistence object is not automatically lowered to STATE_GET/SET
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_memory.py,462,state_memory,MemoryContextProvider,UNSUPPORTED,framework-native persistence object is not automatically lowered to STATE_GET/SET
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_memory.py,465,instructions,Agent,COMPILED,static instruction handle when literal; callable form is recorded separately
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_memory.py,465,llm,Agent,SHARED_PRIMITIVE,model work remains a common heavy primitive
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_memory.py,465,termination,Agent,COMPILED,bounded RETURN is in the control IR
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_memory.py,466,state_memory,_MemoryHarnessClient,UNSUPPORTED,framework-native persistence object is not automatically lowered to STATE_GET/SET
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_memory.py,467,state_memory,MemoryContextProvider,UNSUPPORTED,framework-native persistence object is not automatically lowered to STATE_GET/SET
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_memory.py,471,state_memory,with_tools_agent._prepare_session_and_messages,UNSUPPORTED,framework-native persistence object is not automatically lowered to STATE_GET/SET
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_memory.py,475,state_memory,without_tools_agent._prepare_session_and_messages,UNSUPPORTED,framework-native persistence object is not automatically lowered to STATE_GET/SET
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_memory.py,510,state_memory,AgentSession,UNSUPPORTED,framework-native persistence object is not automatically lowered to STATE_GET/SET
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_memory.py,512,state_memory,MemoryFileStore,UNSUPPORTED,framework-native persistence object is not automatically lowered to STATE_GET/SET
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_memory.py,521,state_memory,MemoryTopicRecord,UNSUPPORTED,framework-native persistence object is not automatically lowered to STATE_GET/SET
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_memory.py,531,instructions,Agent,COMPILED,static instruction handle when literal; callable form is recorded separately
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_memory.py,531,llm,Agent,SHARED_PRIMITIVE,model work remains a common heavy primitive
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_memory.py,531,termination,Agent,COMPILED,bounded RETURN is in the control IR
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_memory.py,532,state_memory,_MemoryHarnessClient,UNSUPPORTED,framework-native persistence object is not automatically lowered to STATE_GET/SET
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_memory.py,533,state_memory,MemoryContextProvider,UNSUPPORTED,framework-native persistence object is not automatically lowered to STATE_GET/SET
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_memory.py,537,state_memory,agent._prepare_session_and_messages,UNSUPPORTED,framework-native persistence object is not automatically lowered to STATE_GET/SET
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_memory.py,543,state_memory,session_context.context_messages.get,UNSUPPORTED,framework-native persistence object is not automatically lowered to STATE_GET/SET
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_memory.py,552,state_memory,AgentSession,UNSUPPORTED,framework-native persistence object is not automatically lowered to STATE_GET/SET
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_memory.py,554,state_memory,MemoryFileStore,UNSUPPORTED,framework-native persistence object is not automatically lowered to STATE_GET/SET
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_memory.py,563,state_memory,MemoryTopicRecord,UNSUPPORTED,framework-native persistence object is not automatically lowered to STATE_GET/SET
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_memory.py,573,instructions,Agent,COMPILED,static instruction handle when literal; callable form is recorded separately
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_memory.py,573,llm,Agent,SHARED_PRIMITIVE,model work remains a common heavy primitive
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_memory.py,573,termination,Agent,COMPILED,bounded RETURN is in the control IR
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_memory.py,574,state_memory,_MemoryHarnessClient,UNSUPPORTED,framework-native persistence object is not automatically lowered to STATE_GET/SET
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_memory.py,575,state_memory,MemoryContextProvider,UNSUPPORTED,framework-native persistence object is not automatically lowered to STATE_GET/SET
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_memory.py,579,state_memory,agent._prepare_session_and_messages,UNSUPPORTED,framework-native persistence object is not automatically lowered to STATE_GET/SET
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_memory.py,585,state_memory,session_context.context_messages.get,UNSUPPORTED,framework-native persistence object is not automatically lowered to STATE_GET/SET
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_memory.py,594,state_memory,AgentSession,UNSUPPORTED,framework-native persistence object is not automatically lowered to STATE_GET/SET
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_memory.py,596,state_memory,MemoryFileStore,UNSUPPORTED,framework-native persistence object is not automatically lowered to STATE_GET/SET
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_memory.py,604,state_memory,_MemoryHarnessClient,UNSUPPORTED,framework-native persistence object is not automatically lowered to STATE_GET/SET
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_memory.py,605,state_memory,_MemoryHarnessClient,UNSUPPORTED,framework-native persistence object is not automatically lowered to STATE_GET/SET
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_memory.py,611,state_memory,MemoryContextProvider,UNSUPPORTED,framework-native persistence object is not automatically lowered to STATE_GET/SET
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_memory.py,615,instructions,Agent,COMPILED,static instruction handle when literal; callable form is recorded separately
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_memory.py,615,llm,Agent,SHARED_PRIMITIVE,model work remains a common heavy primitive
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_memory.py,615,termination,Agent,COMPILED,bounded RETURN is in the control IR
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_memory.py,621,state_memory,agent._prepare_session_and_messages,UNSUPPORTED,framework-native persistence object is not automatically lowered to STATE_GET/SET
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_memory.py,631,state_memory,write_memory.invoke,UNSUPPORTED,framework-native persistence object is not automatically lowered to STATE_GET/SET
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_memory.py,642,state_memory,AgentSession,UNSUPPORTED,framework-native persistence object is not automatically lowered to STATE_GET/SET
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_memory.py,644,state_memory,MemoryFileStore,UNSUPPORTED,framework-native persistence object is not automatically lowered to STATE_GET/SET
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_memory.py,645,state_memory,MemoryContextProvider,UNSUPPORTED,framework-native persistence object is not automatically lowered to STATE_GET/SET
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_memory.py,646,instructions,Agent,COMPILED,static instruction handle when literal; callable form is recorded separately
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_memory.py,646,llm,Agent,SHARED_PRIMITIVE,model work remains a common heavy primitive
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_memory.py,646,termination,Agent,COMPILED,bounded RETURN is in the control IR
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_memory.py,646,state_memory,_MemoryHarnessClient,UNSUPPORTED,framework-native persistence object is not automatically lowered to STATE_GET/SET
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_memory.py,648,state_memory,agent._prepare_session_and_messages,UNSUPPORTED,framework-native persistence object is not automatically lowered to STATE_GET/SET
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_memory.py,658,state_memory,write_memory.invoke,UNSUPPORTED,framework-native persistence object is not automatically lowered to STATE_GET/SET
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_memory.py,677,state_memory,MemoryTopicRecord,UNSUPPORTED,framework-native persistence object is not automatically lowered to STATE_GET/SET
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_memory.py,689,state_memory,MemoryTopicRecord.from_markdown,UNSUPPORTED,framework-native persistence object is not automatically lowered to STATE_GET/SET
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_memory.py,699,state_memory,MemoryFileStore,UNSUPPORTED,framework-native persistence object is not automatically lowered to STATE_GET/SET
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_memory.py,700,state_memory,AgentSession,UNSUPPORTED,framework-native persistence object is not automatically lowered to STATE_GET/SET
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_memory.py,702,state_memory,MemoryTopicRecord,UNSUPPORTED,framework-native persistence object is not automatically lowered to STATE_GET/SET
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_memory.py,720,state_memory,MemoryTopicRecord,UNSUPPORTED,framework-native persistence object is not automatically lowered to STATE_GET/SET
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_memory.py,742,state_memory,MemoryFileStore,UNSUPPORTED,framework-native persistence object is not automatically lowered to STATE_GET/SET
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_memory.py,743,state_memory,AgentSession,UNSUPPORTED,framework-native persistence object is not automatically lowered to STATE_GET/SET
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_memory.py,747,state_memory,store.read_state,UNSUPPORTED,framework-native persistence object is not automatically lowered to STATE_GET/SET
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_memory.py,801,state_memory,AgentSession,UNSUPPORTED,framework-native persistence object is not automatically lowered to STATE_GET/SET
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_memory.py,803,state_memory,MemoryFileStore,UNSUPPORTED,framework-native persistence object is not automatically lowered to STATE_GET/SET
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_memory.py,804,state_memory,_RaisingMemoryClient,UNSUPPORTED,framework-native persistence object is not automatically lowered to STATE_GET/SET
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_memory.py,805,state_memory,MemoryContextProvider,UNSUPPORTED,framework-native persistence object is not automatically lowered to STATE_GET/SET
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_memory.py,810,state_memory,store.write_state,UNSUPPORTED,framework-native persistence object is not automatically lowered to STATE_GET/SET
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_memory.py,813,state_memory,MemoryTopicRecord,UNSUPPORTED,framework-native persistence object is not automatically lowered to STATE_GET/SET
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_memory.py,832,state_memory,store.read_state,UNSUPPORTED,framework-native persistence object is not automatically lowered to STATE_GET/SET
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_memory.py,839,state_memory,AgentSession,UNSUPPORTED,framework-native persistence object is not automatically lowered to STATE_GET/SET
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_memory.py,841,state_memory,MemoryFileStore,UNSUPPORTED,framework-native persistence object is not automatically lowered to STATE_GET/SET
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_memory.py,842,state_memory,MemoryContextProvider,UNSUPPORTED,framework-native persistence object is not automatically lowered to STATE_GET/SET
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_memory.py,843,state_memory,_ProgrammerErrorMemoryClient,UNSUPPORTED,framework-native persistence object is not automatically lowered to STATE_GET/SET
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_memory.py,848,state_memory,SessionContext,UNSUPPORTED,framework-native persistence object is not automatically lowered to STATE_GET/SET
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_mode.py,23,loop,For,UNSUPPORTED,current IR has no proven public bounded-loop lowering
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_mode.py,24,conditional_edge,"getattr(tool, 'name', None) == name",UNSUPPORTED,arbitrary Python condition is not a declarative BRANCH predicate
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_mode.py,31,state_memory,AgentSession,UNSUPPORTED,framework-native persistence object is not automatically lowered to STATE_GET/SET
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_mode.py,38,state_memory,AgentSession,UNSUPPORTED,framework-native persistence object is not automatically lowered to STATE_GET/SET
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_mode.py,54,state_memory,AgentSession,UNSUPPORTED,framework-native persistence object is not automatically lowered to STATE_GET/SET
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_mode.py,71,loop,For,UNSUPPORTED,current IR has no proven public bounded-loop lowering
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_mode.py,93,state_memory,AgentSession,UNSUPPORTED,framework-native persistence object is not automatically lowered to STATE_GET/SET
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_mode.py,95,instructions,Agent,COMPILED,static instruction handle when literal; callable form is recorded separately
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_mode.py,95,llm,Agent,SHARED_PRIMITIVE,model work remains a common heavy primitive
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_mode.py,95,termination,Agent,COMPILED,bounded RETURN is in the control IR
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_mode.py,96,state_memory,agent._prepare_session_and_messages,UNSUPPORTED,framework-native persistence object is not automatically lowered to STATE_GET/SET
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_mode.py,104,state_memory,AgentSession,UNSUPPORTED,framework-native persistence object is not automatically lowered to STATE_GET/SET
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_mode.py,114,state_memory,agent._prepare_session_and_messages,UNSUPPORTED,framework-native persistence object is not automatically lowered to STATE_GET/SET
